name	term	lev	seq	value
"negative regulation of cellular process"	GO:0048523	3	g43271	-0.827000912467706
"negative regulation of cellular process"	GO:0048523	3	g58547	-0.786016954802999
"negative regulation of cellular process"	GO:0048523	3	g14639	-0.838922430764012
"negative regulation of cellular process"	GO:0048523	3	g15826	-0.700983610330581
"negative regulation of cellular process"	GO:0048523	3	g1880	-0.819323209802608
"negative regulation of cellular process"	GO:0048523	3	g16868	-0.659393809015823
"negative regulation of cellular process"	GO:0048523	3	g62769	-0.695643985203839
"negative regulation of cellular process"	GO:0048523	3	g12286	-0.655409417454573
"negative regulation of cellular process"	GO:0048523	3	g45268	-0.737750257117575
"negative regulation of cellular process"	GO:0048523	3	adi2mcaRNA41_R0	-0.710224861346542
"negative regulation of cellular process"	GO:0048523	3	g65481	-0.503976136980065
"negative regulation of cellular process"	GO:0048523	3	g30050	-0.549117097800608
"negative regulation of cellular process"	GO:0048523	3	g37412	-0.419119429829799
"negative regulation of cellular process"	GO:0048523	3	g6176	-0.398917209401054
"negative regulation of cellular process"	GO:0048523	3	g12350	-0.496623257021174
"negative regulation of cellular process"	GO:0048523	3	g4707	-0.532126347569396
"negative regulation of cellular process"	GO:0048523	3	g15441	-0.124794721216282
"negative regulation of cellular process"	GO:0048523	3	g57431	0.675207184431521
"negative regulation of cellular process"	GO:0048523	3	g70148	0.835852676778043
"negative regulation of cellular process"	GO:0048523	3	g55774	0.840312764720824
"negative regulation of cellular process"	GO:0048523	3	g22343	0.733949860970959
"negative regulation of cellular process"	GO:0048523	3	g67546	0.814375948180296
"negative regulation of cellular process"	GO:0048523	3	g48683	0.439323452274808
"negative regulation of cellular process"	GO:0048523	3	adi2mcaRNA3327_R0	0.283283885906344
"negative regulation of cellular process"	GO:0048523	3	g31399	0.210013903951413
"negative regulation of cellular process"	GO:0048523	3	g18918	0.266991797839855
"negative regulation of cellular process"	GO:0048523	3	g18690	0.175890167017147
"negative regulation of cellular process"	GO:0048523	3	adi2mcaRNA1941_R1	-0.0217705180763629
"negative regulation of cellular process"	GO:0048523	3	g1924	0.220945608343356
"negative regulation of cellular process"	GO:0048523	3	g21714	-0.322950719493352
"negative regulation of cellular process"	GO:0048523	3	g48055	-0.262487533774304
"negative regulation of cellular process"	GO:0048523	3	g2207	0.2240880238118
"negative regulation of cellular process"	GO:0048523	3	g17767	0.116479080610043
"negative regulation of cellular process"	GO:0048523	3	g18266	0
"negative regulation of cellular process"	GO:0048523	3	g1324	0
"negative regulation of cellular process"	GO:0048523	3	g11181	0
"negative regulation of cellular process"	GO:0048523	3	g8143	0
"negative regulation of cellular process"	GO:0048523	3	g14887	0
"negative regulation of cellular process"	GO:0048523	3	g66176	0.129290317567543
"catabolic process"	GO:1901575;GO:0009056;GO:0044248	2	g16778	-0.828092019081391
