name	term	lev	seq	value
"DNA repair"	GO:0006281	4	adi2mcaRNA3152_R1	-0.846099120113343
"DNA repair"	GO:0006281	4	g35111	-0.828406142542557
"DNA repair"	GO:0006281	4	adi2mcaRNA5480_R1	-0.718431145677178
"DNA repair"	GO:0006281	4	g15779	-0.761175693293416
"DNA repair"	GO:0006281	4	g14824	-0.737286586749718
"DNA repair"	GO:0006281	4	g32810	-0.663949084958718
"DNA repair"	GO:0006281	4	g4282	-0.753622593719922
"DNA repair"	GO:0006281	4	g11659	-0.531500269793085
"DNA repair"	GO:0006281	4	adi2mcaRNA4104_R0	-0.537150837718537
"DNA repair"	GO:0006281	4	adi2mcaRNA31566_R1	-0.483878304316368
"DNA repair"	GO:0006281	4	g66822	-0.571147702049383
"DNA repair"	GO:0006281	4	g10612	-0.548009735122924
"DNA repair"	GO:0006281	4	g52811	0
"DNA repair"	GO:0006281	4	g53834	0.503965972406297
"DNA repair"	GO:0006281	4	g2234	0.502092247287052
"DNA repair"	GO:0006281	4	g25204	0
"DNA repair"	GO:0006281	4	g47567	0
"DNA repair"	GO:0006281	4	g60733	0
"DNA repair"	GO:0006281	4	g11465	0
"DNA repair"	GO:0006281	4	adi2mcaRNA35906_R0	0.663938906270117
"DNA repair"	GO:0006281	4	g15414	0.627023689400461
"DNA repair"	GO:0006281	4	g11103	0.429447928206664
"DNA repair"	GO:0006281	4	g36645	0
"DNA repair"	GO:0006281	4	adi2mcaRNA12628_R0	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g14701	-0.854276152364084
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA14912_R0	-0.816452007145902
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g2144	-0.810794796964995
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g58547	-0.809328152158839
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g5580	-0.786844118767354
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g14639	-0.805459426630021
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g15826	-0.712539509625742
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g6792	-0.76316711004022
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g4119	-0.691016256949387
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g16868	-0.677671018136519
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g58272	-0.720475299143314
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g35079	-0.774059548395992
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g69842	-0.76314104031073
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g2080	-0.645088055240188
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g62769	-0.67770727497626
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g12286	-0.644459064775973
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g14822	-0.689143489254032
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g41738	-0.706469989795111
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g28904	-0.669427773982514
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g12050	-0.536135375894895
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g51367	-0.552180480230512
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g7254	-0.528478206083213
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g13507	-0.407995253381233
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g41661	-0.343880215269918
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g57314	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA10451_R0	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g10900	0.866480085511175
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g41209	0.774564883126115
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g52042	0.822723364688395
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA4380_R0	0.625879672140012
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g58517	0.710419261643588
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g15439	0.703733783777879
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g25633	0.715030305455797
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g16081	0.665169538645614
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g59997	0.37417608958518
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA30490_R0	0.336994952148815
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g21211	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g21657	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g21212	0
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g43951	0.850066729991177
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g60202	0.906575084856634
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA10397_R0	0.792710739066698
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g48521	0.851933687993158
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g29223	0.794214579827517
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g47576	0.759810489830646
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g41206	0.645554446082529
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	adi2mcaRNA5825_R0	0.501805492291876
"regulation of cellular biosynthetic process"	GO:2000112;GO:0010556;GO:0031326;GO:0009889	3	g17321	0.34832088567016
