name	term	lev	seq	value
"catalytic activity, acting on a tRNA"	GO:0140101	2	g22550	-0.617899729460417
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA10017_R1	-0.484353883738239
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA10132_R0	-0.45251192832684
"catalytic activity, acting on a tRNA"	GO:0140101	2	g37955	-0.438068164346276
"catalytic activity, acting on a tRNA"	GO:0140101	2	g7901	-0.378404771357968
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA30836_R1	0.0496737474271016
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA30835_R0	-0.242928635643532
"catalytic activity, acting on a tRNA"	GO:0140101	2	g19266	-0.339057363311917
"catalytic activity, acting on a tRNA"	GO:0140101	2	g49629	0.520245327418659
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA29133_R0	0.592935732255425
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA29187_R0	0.669180409138968
"catalytic activity, acting on a tRNA"	GO:0140101	2	g46217	0.639074663760021
"catalytic activity, acting on a tRNA"	GO:0140101	2	g52497	0.378026840682616
"catalytic activity, acting on a tRNA"	GO:0140101	2	g48260	0.635696136208983
"catalytic activity, acting on a tRNA"	GO:0140101	2	g37261	0.59384506216793
"catalytic activity, acting on a tRNA"	GO:0140101	2	g49908	0.405079896021331
"catalytic activity, acting on a tRNA"	GO:0140101	2	g28146	0.308362566305892
"catalytic activity, acting on a tRNA"	GO:0140101	2	g56506	0.347931250637039
"catalytic activity, acting on a tRNA"	GO:0140101	2	g28780	0.106881790174954
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA4305_R0	0.00715809293886087
"catalytic activity, acting on a tRNA"	GO:0140101	2	g19241	0.284658240241515
"catalytic activity, acting on a tRNA"	GO:0140101	2	g67225	-0.409178544594865
"catalytic activity, acting on a tRNA"	GO:0140101	2	g21714	-0.171462012862959
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA31928_R0	-0.0681135000241877
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA31928_R1	-0.0514185135905439
"catalytic activity, acting on a tRNA"	GO:0140101	2	g24981	0.427224759972911
"catalytic activity, acting on a tRNA"	GO:0140101	2	g17531	-0.390474848070808
"catalytic activity, acting on a tRNA"	GO:0140101	2	g41729	-0.238871100465054
"catalytic activity, acting on a tRNA"	GO:0140101	2	g32381	-0.305928732265918
"catalytic activity, acting on a tRNA"	GO:0140101	2	adi2mcaRNA16004_R0	0.11696564684042
"catalytic activity, acting on a tRNA"	GO:0140101	2	g56111	0.398989870691102
"transcription regulator activity"	GO:0140110	1	g38364	-0.370630769221323
"transcription regulator activity"	GO:0140110	1	g49134	-0.182794321401393
"transcription regulator activity"	GO:0140110	1	g12998	-0.354810177317267
"transcription regulator activity"	GO:0140110	1	g32785	-0.16802940186109
"transcription regulator activity"	GO:0140110	1	g32289	-0.27899886112596
"transcription regulator activity"	GO:0140110	1	g36087	-0.531294124427927
"transcription regulator activity"	GO:0140110	1	g50910	-0.497842010468809
"transcription regulator activity"	GO:0140110	1	g48608	-0.495484809453166
"transcription regulator activity"	GO:0140110	1	g36431	-0.616168362744262
"transcription regulator activity"	GO:0140110	1	g18746	-0.501440951082618
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA24539_R1	-0.513206830120521
"transcription regulator activity"	GO:0140110	1	g49041	-0.469948157727498
"transcription regulator activity"	GO:0140110	1	g32054	-0.53670439834108
"transcription regulator activity"	GO:0140110	1	g22571	-0.520278830445004
"transcription regulator activity"	GO:0140110	1	g481	-0.260600714298739
"transcription regulator activity"	GO:0140110	1	g47168	-0.524470169061789
"transcription regulator activity"	GO:0140110	1	g14822	-0.660866591794096
"transcription regulator activity"	GO:0140110	1	g11106	-0.613550148307175
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA25611_R0	-0.613248224961599
"transcription regulator activity"	GO:0140110	1	g23799	-0.40677422893518
"transcription regulator activity"	GO:0140110	1	g58375	-0.633625491094568
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA17655_R0	-0.508756890619221
"transcription regulator activity"	GO:0140110	1	g12050	-0.325494373787696
"transcription regulator activity"	GO:0140110	1	g54602	-0.713320138768283
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA17655_R1	-0.486329412681118
"transcription regulator activity"	GO:0140110	1	g70022	-0.574790145083709
"transcription regulator activity"	GO:0140110	1	g25392	-0.458626794169176
"transcription regulator activity"	GO:0140110	1	g62388	-0.321931150971428
"transcription regulator activity"	GO:0140110	1	g46882	-0.321181897205647
"transcription regulator activity"	GO:0140110	1	g2346	-0.31843117392859
"transcription regulator activity"	GO:0140110	1	g601	-0.284092172475973
"transcription regulator activity"	GO:0140110	1	g35235	-0.392104731088678
"transcription regulator activity"	GO:0140110	1	g34633	-0.218667159989586
"transcription regulator activity"	GO:0140110	1	g35160	-0.260225349522877
"transcription regulator activity"	GO:0140110	1	g479	-0.103173262481126
"transcription regulator activity"	GO:0140110	1	g23274	-0.461860225340646
"transcription regulator activity"	GO:0140110	1	g32116	-0.3885555499268
"transcription regulator activity"	GO:0140110	1	g48618	0.542540559159229
"transcription regulator activity"	GO:0140110	1	g21685	0.537926796504268
"transcription regulator activity"	GO:0140110	1	g41209	0.497460772154462
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA18205_R0	0.690407516170547
"transcription regulator activity"	GO:0140110	1	g23104	0.626484856052855
"transcription regulator activity"	GO:0140110	1	g39685	0.756741849423144
"transcription regulator activity"	GO:0140110	1	g56211	0.615571300251131
"transcription regulator activity"	GO:0140110	1	g15439	0.454582839437345
"transcription regulator activity"	GO:0140110	1	g48248	0.593657381129472
"transcription regulator activity"	GO:0140110	1	g31723	0.571431687466724
"transcription regulator activity"	GO:0140110	1	g28283	0.253297044995853
"transcription regulator activity"	GO:0140110	1	g2209	0.413981388723344
"transcription regulator activity"	GO:0140110	1	g30147	0.36530933645866
"transcription regulator activity"	GO:0140110	1	g25809	0.384559777282778
"transcription regulator activity"	GO:0140110	1	g62005	0.595709759934553
"transcription regulator activity"	GO:0140110	1	g37582	0.814435623591122
"transcription regulator activity"	GO:0140110	1	g31725	0.686532644851623
"transcription regulator activity"	GO:0140110	1	g46305	0.666540470623524
"transcription regulator activity"	GO:0140110	1	g20699	0.591627814474771
"transcription regulator activity"	GO:0140110	1	g21468	0.591627814474771
"transcription regulator activity"	GO:0140110	1	g30049	0.404755255278928
"transcription regulator activity"	GO:0140110	1	g37245	0.481131726398034
"transcription regulator activity"	GO:0140110	1	g22553	0.484719127655149
"transcription regulator activity"	GO:0140110	1	g56214	0.756630086477924
"transcription regulator activity"	GO:0140110	1	g14151	0.305861192990744
"transcription regulator activity"	GO:0140110	1	g8637	0.314636470920881
"transcription regulator activity"	GO:0140110	1	g30188	0.400755379775644
"transcription regulator activity"	GO:0140110	1	g45525	0.376337320062438
"transcription regulator activity"	GO:0140110	1	g70474	0.391691993691596
"transcription regulator activity"	GO:0140110	1	g25089	0.312125974719832
"transcription regulator activity"	GO:0140110	1	g21211	0.328538073014407
"transcription regulator activity"	GO:0140110	1	g43033	0.17992544605477
"transcription regulator activity"	GO:0140110	1	g39681	0.516467958907392
"transcription regulator activity"	GO:0140110	1	g21212	0.305511506929307
"transcription regulator activity"	GO:0140110	1	g54972	0.176766453351214
"transcription regulator activity"	GO:0140110	1	g29292	0
"transcription regulator activity"	GO:0140110	1	g66556	0
"transcription regulator activity"	GO:0140110	1	g25481	0
"transcription regulator activity"	GO:0140110	1	g46303	0
"transcription regulator activity"	GO:0140110	1	g60210	0
"transcription regulator activity"	GO:0140110	1	g71050	0
"transcription regulator activity"	GO:0140110	1	g1948	0
"transcription regulator activity"	GO:0140110	1	g1963	0
"transcription regulator activity"	GO:0140110	1	g35991	0
"transcription regulator activity"	GO:0140110	1	g26809	0
"transcription regulator activity"	GO:0140110	1	g46226	0
"transcription regulator activity"	GO:0140110	1	g25473	0
"transcription regulator activity"	GO:0140110	1	g71048	0
"transcription regulator activity"	GO:0140110	1	g665	0
"transcription regulator activity"	GO:0140110	1	g33404	0
"transcription regulator activity"	GO:0140110	1	g58624	-0.0732793171721322
"transcription regulator activity"	GO:0140110	1	g37501	-0.38753976807525
"transcription regulator activity"	GO:0140110	1	g46320	-0.491442043645602
"transcription regulator activity"	GO:0140110	1	g17411	-0.480058220503199
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA10579_R0	-0.506365854582387
"transcription regulator activity"	GO:0140110	1	g478	-0.471576391903285
"transcription regulator activity"	GO:0140110	1	g7378	-0.317923390320536
"transcription regulator activity"	GO:0140110	1	g68767	-0.250081166366398
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA29617_R9	-0.226019902626657
"transcription regulator activity"	GO:0140110	1	g50739	-0.297196675092553
"transcription regulator activity"	GO:0140110	1	g2355	-0.292817632543154
"transcription regulator activity"	GO:0140110	1	g46883	-0.257588624325763
"transcription regulator activity"	GO:0140110	1	g60956	-0.255722382444239
"transcription regulator activity"	GO:0140110	1	g60772	-0.261114812707939
"transcription regulator activity"	GO:0140110	1	g54893	-0.253817966709702
"transcription regulator activity"	GO:0140110	1	g60958	-0.252703287588185
"transcription regulator activity"	GO:0140110	1	g54895	-0.258067700733027
"transcription regulator activity"	GO:0140110	1	g54894	-0.255304199250641
"transcription regulator activity"	GO:0140110	1	g67497	-0.266296703010844
"transcription regulator activity"	GO:0140110	1	g33177	-0.26638263844424
"transcription regulator activity"	GO:0140110	1	g60957	-0.255007040460408
"transcription regulator activity"	GO:0140110	1	g60955	-0.261818428257055
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA29616_R6	0.26857261696367
"transcription regulator activity"	GO:0140110	1	g71103	-0.257989581625635
"transcription regulator activity"	GO:0140110	1	g2353	-0.177065936287896
"transcription regulator activity"	GO:0140110	1	g2348	-0.212340987454027
"transcription regulator activity"	GO:0140110	1	g50738	0.0898738314577576
"transcription regulator activity"	GO:0140110	1	g2357	0.0202448956872226
"transcription regulator activity"	GO:0140110	1	g31710	-0.153857631951563
"transcription regulator activity"	GO:0140110	1	g21529	-0.166502655371462
"transcription regulator activity"	GO:0140110	1	adi2mcaRNA686_R0	-0.432604348313317
"transcription regulator activity"	GO:0140110	1	g23900	-0.0784807560514542
"transcription regulator activity"	GO:0140110	1	g30203	0.223305369586726
"transcription regulator activity"	GO:0140110	1	g43951	-0.247648668713381
"transcription regulator activity"	GO:0140110	1	g30204	0.212879358627512
