name	term	lev	seq	value
"exocyst"	GO:0000145	3	g70001	-0.863437741804265
"exocyst"	GO:0000145	3	g14036	-0.876339751700142
"exocyst"	GO:0000145	3	g14038	-0.711739283702429
"exocyst"	GO:0000145	3	g11085	-0.781844717789438
"exocyst"	GO:0000145	3	g46275	-0.810062609757498
"exocyst"	GO:0000145	3	g16416	-0.551491604504899
"exocyst"	GO:0000145	3	g47565	-0.372181095928824
"exocyst"	GO:0000145	3	g14035	-0.499110647095602
"exocyst"	GO:0000145	3	g54326	0
"ubiquitin ligase complex"	GO:0000151	2	g62603	-0.918654434214359
"ubiquitin ligase complex"	GO:0000151	2	adi2mcaRNA34363_R1	-0.791265565569938
"ubiquitin ligase complex"	GO:0000151	2	g17153	-0.808622535479634
"ubiquitin ligase complex"	GO:0000151	2	g58748	0
"ubiquitin ligase complex"	GO:0000151	2	g67187	0
"ubiquitin ligase complex"	GO:0000151	2	g5046	-0.902520738396212
"ubiquitin ligase complex"	GO:0000151	2	g41497	-0.617716784949859
"ubiquitin ligase complex"	GO:0000151	2	g22252	-0.727649438528005
"peptidase complex"	GO:1905368	3	g481	0.720415487771342
"peptidase complex"	GO:1905368	3	g2725	-0.952032759642713
"peptidase complex"	GO:1905368	3	g65078	-0.968331051136503
"peptidase complex"	GO:1905368	3	g43586	-0.933744102785661
"peptidase complex"	GO:1905368	3	g70624	-0.964144594256125
"peptidase complex"	GO:1905368	3	g60063	-0.918797123063847
"peptidase complex"	GO:1905368	3	g14808	-0.701136654287161
"peptidase complex"	GO:1905368	3	g42305	-0.84585224926814
"peptidase complex"	GO:1905368	3	g6503	-0.843498359058453
"peptidase complex"	GO:1905368	3	g53518	-0.584356643101727
"peptidase complex"	GO:1905368	3	g21211	-0.446645827998259
"peptidase complex"	GO:1905368	3	g70331	-0.541104591660866
"peptidase complex"	GO:1905368	3	g21212	-0.414540040635535
"peptidase complex"	GO:1905368	3	g52103	-0.745866557153115
"plasma membrane protein complex"	GO:0098797	2	adi2mcaRNA25351_R0	0
"plasma membrane protein complex"	GO:0098797	2	g34623	0.430508645010567
"plasma membrane protein complex"	GO:0098797	2	g13127	-0.893908045045456
"plasma membrane protein complex"	GO:0098797	2	g22524	-0.587866472193147
"plasma membrane protein complex"	GO:0098797	2	adi2mcaRNA16675_R0	0
"plasma membrane protein complex"	GO:0098797	2	g39446	-0.906107909777153
"plasma membrane protein complex"	GO:0098797	2	g22518	-0.906379738617954
"plasma membrane protein complex"	GO:0098797	2	g54942	-0.934276800713512
"plasma membrane protein complex"	GO:0098797	2	adi2mcaRNA15384_R0	0
"plasma membrane protein complex"	GO:0098797	2	adi2mcaRNA7512_R0	-0.444018152646407
"plasma membrane protein complex"	GO:0098797	2	adi2mcaRNA363_R0	-0.466951266805687
"transcription factor TFIID complex"	GO:0005669	3	g28800	0.769827615735554
"transcription factor TFIID complex"	GO:0005669	3	g33661	0.942397697447165
"transcription factor TFIID complex"	GO:0005669	3	g67882	0
"transcription factor TFIID complex"	GO:0005669	3	g45969	0
"transcription factor TFIID complex"	GO:0005669	3	g21211	-0.446645827998259
"transcription factor TFIID complex"	GO:0005669	3	g21212	-0.414540040635535
"intrinsic component of organelle membrane"	GO:0031301;GO:0031300	3	g58633	0.542785617614268
"intrinsic component of organelle membrane"	GO:0031301;GO:0031300	3	g12293	-0.924304084180384
"intrinsic component of organelle membrane"	GO:0031301;GO:0031300	3	g33942	-0.465015130564018
"intrinsic component of organelle membrane"	GO:0031301;GO:0031300	3	adi2mcaRNA20238_R0	0
"intrinsic component of organelle membrane"	GO:0031301;GO:0031300	3	g23811	0
"endopeptidase complex"	GO:1905369	2	g2725	-0.952032759642713
"endopeptidase complex"	GO:1905369	2	g65078	-0.968331051136503
"endopeptidase complex"	GO:1905369	2	g43586	-0.933744102785661
"endopeptidase complex"	GO:1905369	2	g14808	-0.701136654287161
"endopeptidase complex"	GO:1905369	2	g53518	-0.584356643101727
"endopeptidase complex"	GO:1905369	2	g52103	-0.745866557153115
"organelle membrane"	GO:0031090	3	g21540	0.334048333152656
"organelle membrane"	GO:0031090	3	adi2mcaRNA5460_R0	0.831800727460517
"organelle membrane"	GO:0031090	3	g65965	0.404295233282129
"organelle membrane"	GO:0031090	3	adi2mcaRNA27154_R0	0.376387340880839
"organelle membrane"	GO:0031090	3	adi2mcaRNA8809_R0	0.732585675745635
"organelle membrane"	GO:0031090	3	g63802	0.373476732825404
"organelle membrane"	GO:0031090	3	g24450	0
"organelle membrane"	GO:0031090	3	adi2mcaRNA18764_R0	0
"organelle membrane"	GO:0031090	3	g55713	-0.953213191410474
"organelle membrane"	GO:0031090	3	adi2mcaRNA28576_R1	-0.946138420691708
"organelle membrane"	GO:0031090	3	g66866	-0.954250848192281
"organelle membrane"	GO:0031090	3	adi2mcaRNA29427_R0	-0.927802135377476
"organelle membrane"	GO:0031090	3	adi2mcaRNA25459_R0	-0.960912739241963
"organelle membrane"	GO:0031090	3	g40150	-0.955084416996099
"organelle membrane"	GO:0031090	3	g38717	-0.896538937290184
"organelle membrane"	GO:0031090	3	g10446	-0.888480660032958
"organelle membrane"	GO:0031090	3	g52743	-0.821448449711154
"organelle membrane"	GO:0031090	3	g50740	-0.825218674941953
"organelle membrane"	GO:0031090	3	g62389	-0.90680695508035
"organelle membrane"	GO:0031090	3	adi2mcaRNA11090_R0	-0.800732289694621
"organelle membrane"	GO:0031090	3	g62860	-0.53495701899265
"organelle membrane"	GO:0031090	3	g65925	-0.782478625738758
"organelle membrane"	GO:0031090	3	g69074	-0.734628343571093
"organelle membrane"	GO:0031090	3	g19693	-0.636293369285016
"organelle membrane"	GO:0031090	3	g15083	-0.634949069052832
"organelle membrane"	GO:0031090	3	g36524	-0.56635859707697
"organelle membrane"	GO:0031090	3	g1135	0
"organelle membrane"	GO:0031090	3	g67842	-0.528919312104494
"organelle membrane"	GO:0031090	3	adi2mcaRNA6692_R0	-0.574018015222603
"organelle membrane"	GO:0031090	3	g17410	-0.560476810932019
"organelle membrane"	GO:0031090	3	g67456	-0.913535646957891
"organelle membrane"	GO:0031090	3	g15393	-0.712111292517663
"organelle membrane"	GO:0031090	3	adi2mcaRNA35800_R4	-0.636555111185206
"organelle membrane"	GO:0031090	3	g16776	-0.650435452567997
"organelle membrane"	GO:0031090	3	g14689	-0.663666882149965
"organelle membrane"	GO:0031090	3	g13593	0
"organelle membrane"	GO:0031090	3	g16586	0
"organelle membrane"	GO:0031090	3	adi2mcaRNA13343_R0	0
"organelle membrane"	GO:0031090	3	g10901	0
"organelle membrane"	GO:0031090	3	g54200	0
"cytosol"	GO:0005829	2	g21714	0.346188727607936
"cytosol"	GO:0005829	2	g3329	0
"cytosol"	GO:0005829	2	g10900	-0.969915227438427
